Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
Jeep,Compass,1.4 Limited (O) At Petrol Black Pack,"20,70,000",1368 cc,6,4,FWD (Front Wheel Drive),V,BS 6,Front Longitudinal,Injection,60 litres,Petrol,1640 mm,4395 mm,1818 mm,SUV,5,,,16.3 km/litre,,1562 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link suspension coil springs twin-tube gas-filled shock absorbers stabiliser bar,,,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes with memory,Yes,162PS@3750rpm,250Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2636 mm,265 / 60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Curtain airbags Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,Yes,6,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel With gear shift paddles,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,,,,,
Jeep,Compass,2.0 Limited (O) Black Pack,"20,36,300",1956 cc,6,4,FWD (Front Wheel Drive),V,BS 6,Front Longitudinal,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,,,17.1 km/litre,,1562 kg,,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link suspension coil springs twin-tube gas-filled shock absorbers stabiliser bar,,,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,Manual,2636 mm,265 / 60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Internal,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Reach Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,,,Yes,,,Yes,,,,,,
Jeep,Compass,2.0 Limited (O) 4X4 Black Pack,"22,14,000",1956 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,,,16.3 km/litre,,1641 kg,,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link suspension coil springs twin-tube gas-filled shock absorbers stabiliser bar,,,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,Manual,2636 mm,265 / 60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Internal,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag Curtain airbags,Yes,Yes,Yes,Yes,6,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,,,,,,
Jeep,Compass,2.0 Limited Plus 4X4 At,"24,99,000",1956 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,,,17.1 km/litre,,1562 kg,9,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link suspension coil springs twin-tube gas-filled shock absorbers stabiliser bar,,,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes with memory,Remote,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,Automatic,2636 mm,265 / 60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Internal With Remote,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Curtain airbags Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,Yes,6,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,,,,Yes,Yes,Yes,,Yes,Yes,,Yes,,,,,,
Jeep,Compass,2.0 Longitude 4X4 At,"21,96,000",1956 cc,6,4,AWD (All Wheel Drive),V,BS 6,Front Longitudinal,Injection,60 litres,Diesel,1640 mm,4395 mm,1818 mm,SUV,5,,,17.1 km/litre,,1551 kg,9,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link suspension coil springs twin-tube gas-filled shock absorbers stabiliser bar,,,265 / 60 R17,265 / 60 R17,Electro-Hydraulic,All Windows,Yes,Yes,173PS@3750rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,2,5,Leather,Automatic,2636 mm,265 / 60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Internal,,Yes,Yes,Yes,,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,Yes,2,,Rake Reach,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,,,,
Toyota,Corolla Altis,G Petrol,"16,45,000",1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,9.5 km/litre,,16.7 km/litre,,1220 kg,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1530 mm,1535 mm,195/65R15,195/65R15,Electric Power,All Windows,,Remote,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2700 mm,195/65R15,,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,,Front Row,1660 kg,Driver frontal airbag Front passenger frontal airbag Driver knee airbag,Yes,Yes,Yes,,3,10.6:1,Rake Reach,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,Cup Holders,,,,,,,Yes,,,Yes,Yes,,,,,,,,
Toyota,Corolla Altis,G At Petrol,"18,06,000",1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,9.5 km/litre,,16.7 km/litre,,1260 kg,7,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1530 mm,1535 mm,195/65R15,195/65R15,Electric Power,All Windows,,Remote,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2700 mm,195/65R15,,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,Yes,,,,,Yes,,,,,,,Yes,,Front Row,1680 kg,Driver frontal airbag Front passenger frontal airbag Driver knee airbag,Yes,Yes,Yes,Yes,3,10.6:1,Rake Reach,,,Rear sensors,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,Cup Holders,,Yes,,,,,Yes,,Yes,Yes,Yes,,,,,,,,
Toyota,Corolla Altis,Gl Petrol,"18,82,000",1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,9.5 km/litre,,16.7 km/litre,,1280 kg,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1515 mm,1520 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2700 mm,205/55R16,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal With Remote,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Automatic,All Rows,1695 kg,Curtain airbags Driver frontal airbag Front passenger frontal airbag Driver knee airbag,Yes,Yes,Yes,,7,,Rake Reach,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,,,Cup Holders,Yes,Yes,,,,,Yes,Yes,,Yes,Yes,,,,,,,,
Toyota,Corolla Altis,Gl Diesel,"19,36,000",1364 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43 litres,Diesel,1475 mm,4620 mm,1775 mm,Sedan,4,18.2 km/litre,21 km/litre,21 km/litre,,1270 kg,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1530 mm,1535 mm,195/65 R15,195/65 R15,Electric Power,All Windows,Power seats,Smart Key,88.4PS@3800rpm,205Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Leather,Manual,2700 mm,195 / 65 R15,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal With Remote,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,1670 kg,Driver knee airbag Driver frontal airbag Front passenger frontal airbag,Yes,Yes,Yes,,3,,Rake Reach,,,Rear sensors,,Yes,,,,,Multifunction Steering Wheel,,Yes,Electric Adjustment,,,,Cup Holders,,,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,
Toyota,Corolla Altis,G Diesel,"17,71,000",1364 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,43 litres,Diesel,1475 mm,4620 mm,1775 mm,Sedan,4,18.4 km/litre,21 km/litre,21 km/litre,,1230 kg,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1530 mm,1535 mm,195/65 R15,195/65 R15,Electric Power,All Windows,,Remote,88.4PS@3800rpm,205Nm@1800-2800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2700 mm,195 / 65 R15,,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,,,,,,Yes,,,,,,,Yes,Yes,Front Row,1670 kg,Driver frontal airbag Front passenger frontal airbag Driver knee airbag,Yes,Yes,Yes,,3,,Rake Reach,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,Yes,Manual Adjustment,,,,Cup Holders,,,,,,Yes,Yes,,,Yes,,,,,,,,,
Toyota,Corolla Altis,Vl At Petrol,"20,19,000",1798 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,Front Transverse,Injection,55 litres,Petrol,1475 mm,4620 mm,1775 mm,Sedan,4,9.5 km/litre,,16.7 km/litre,,1310 kg,6,175 mm,Ventilated Disc,Solid Disc,MacPherson Strut,Torsion Beam,1515 mm,1520 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,140PS@6400rpm,173Nm@4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2700 mm,205/55R16,Yes,2,DVD Player with USB & Aux-in,Yes,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal With Remote,470 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.4 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Automatic,All Rows,1710 kg,Curtain airbags Driver frontal airbag Front passenger frontal airbag Driver knee airbag,Yes,Yes,Yes,,7,,Rake Reach,,,Rear sensors with camera,,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment,Yes,,,Cup Holders,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,
Honda,Civic,1.8 V Cvt,"17,93,900",1799 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,,,16.5 km/litre,,1268 kg,7,,Ventilated Disc,Solid Disc,MacPherson Strut Coil Spring,Multilink Coil Spring,,,215/55 R16,215/55 R16,Yes,All Windows,Yes,Smart Key,141PS@6500rpm,174Nm@4300rpm,Digital,Yes,Digital,Yes,5,Fabric,Automatic,2700 mm,215/55 R16,Yes,Yes,CD Player with USB & Aux-in,,Yes,,Yes,Manual,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,,,,,Yes,,,,,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,,4,,Rake Reach,,,Rear sensors with camera,Yes,Yes,,,Yes,Yes,With gear shift paddles,,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,,Yes,,,,Yes,,Yes,,,,,,,,,,
Honda,Civic,1.8 Vx Cvt,"19,44,900",1799 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,,,16.5 km/litre,,1275 kg,7,,Ventilated Disc,Solid Disc,McPherson Coil Spring with Torsion Bar,Multi-link coil spring,,,215/55 R16,215/55 R16,Electric Power,All Windows,Yes,Smart Key,141PS@6500rpm,174Nm@4300rpm,Yes,Digital,Yes,Yes,5,Leather,Automatic,2700 mm,215/55 R16,Yes,Yes,USB & Aux-in,Yes,Yes,,Yes,Manual With Remote,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal With Remote,Yes,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag Drive side airbag Front passenger side airbag,Yes,Yes,Yes,,4,,Rake Reach,,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,
Honda,Civic,1.8 Zx Cvt,"21,24,900",1799 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,47 litres,Petrol,1433 mm,4656 mm,1799 mm,Sedan,4,,,16.8 km/litre,,1300 kg,7,,Ventilated Disc,Solid Disc,McPherson Coil Spring with Torsion Bar,Multi-link coil spring,,,215/50 R17,215/50 R17,Electric Power,All Windows,Yes,Smart Key,141PS@6500rpm,174Nm@4300rpm,Yes,Digital,Yes,Yes,5,Leather,Automatic,2700 mm,215/50 R17,Yes,Yes,USB & Aux-in,Yes,Yes,,Yes,Manual With Remote,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal With Remote,Yes,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,,Eco,Yes,,,,Yes,,,Yes,Automatic,All Rows,,Curtain airbags Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,,8,,Rake Reach,,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel With gear shift paddles,Yes,Yes,Semi Automatic Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,2,Yes,Yes,,
Honda,Civic,1.6 Vx Mt,"20,54,900",1597 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,47 litres,Diesel,1433 mm,4656 mm,1799 mm,Sedan,4,,,26.8 km/litre,,1325 kg,6,,Ventilated Disc,Solid Disc,McPherson Coil Spring with Torsion Bar,Multilink Coil Spring,,,215/55 R16,215/55 R16,Electric Power,All Windows,Yes,Smart Key,120ps@4000,300Nm@2000,Yes,Yes,Yes,Yes,5,Leather,Manual,2700 mm,215/55 R16,Yes,Yes,USB & Aux-in,Yes,Yes,,Yes,Manual,430 litres,Yes,Yes,Yes,Yes,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Yes,Manual,Analog + Digital,Yes,,,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,,All Rows,,Driver frontal airbag Front passenger curtain airbag Front passenger frontal airbag Driver curtain airbag,Yes,Yes,Yes,,4,10.5,Rake Reach,,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,,,
Honda,Civic,1.6 Zx Mt,"22,34,900",1597 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,Front Transverse,Injection,47 litres,Diesel,1433 mm,4656 mm,1799 mm,Sedan,4,,,26.8 km/litre,,1353 kg,6,,Ventilated Disc,Solid Disc,McPherson Coil Spring with Torsion Bar,Multilink Coil Spring,,,215/50 R17,215/50 R17,Electric Power,All Windows,Yes,Smart Key,120PS@4000RPM,300NM@2000rpm,Yes,Digital,Yes,Yes,5,Leather,Manual,2700 mm,215/50 R17,Yes,Yes,USB & Aux-in,Yes,Yes,,Yes,Manual With Remote,430 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,With Remote Internal,Digital,Automatic,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag Curtain airbags,Yes,Yes,Yes,Yes,8,,Rake Reach,,Air Conditioner : Standard,Front & rear sensors with 360 degree view,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes,,,Yes,,,,,
Mg,Zs Ev,Excite,"20,88,000",,,,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,,Electric,1644 mm,4314 mm,1809 mm,SUV,5,,,,,,,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,,,215/50 R17,215/50 R17,Electric Power,All Windows,,Smart Key,142.76PS@3500rpm,353Nm@5000rpm,Analog,Digital,Analog,Yes,5,Fabric,Automatic,2585 mm,215/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Manual,448 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,Eco Sport Normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,Curtain airbags Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,Yes,6,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,Yes,Audio Controls Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,44.5 (kWh) Lithium Ion,340 km/full charge
Mg,Zs Ev,Exclusive,"23,58,000",,,,RWD (Rear Wheel Drive),In-line,BS 6,Front Longitudinal,Injection,,Electric,1644 mm,4314 mm,1809 mm,SUV,5,,,,,,,,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,,,215/50 R17,215/50 R17,Electric Power,All Windows,,Smart Key,142.76PS@3500rpm,353Nm@5000rpm,Analog,Digital,Analog,Yes,5,Leather,Automatic,2585 mm,215/50 R17,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,With Remote Manual,448 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Automatic,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,Sport Normal Eco,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,Curtain airbags Driver frontal airbag Front passenger frontal airbag Front passenger side airbag Drive side airbag,Yes,Yes,Yes,Yes,6,,Rake,,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Audio Controls Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,,44.5 (kWh) Lithium Ion,340 km/full charge
